Study ID,Young,Old,Healthy,Sedentary,Untrained,Trained,Diseased,Overweight,Obese
8774,true,true,false,false,false,false,false,false,false
3728,true,false,true,true,false,false,false,false,false
25361,true,false,true,false,false,true,false,false,false
3662,true,false,false,false,true,false,false,false,false
8358,true,false,true,false,false,false,false,false,false
6638,false,true,false,true,false,false,false,false,false
4143,true,false,true,true,false,false,false,false,false
7330,true,true,false,false,false,false,true,false,false
7596,true,false,true,false,false,false,false,false,false
3971,false,true,false,false,false,false,true,false,false
4848,false,true,false,false,false,false,true,false,false
3994,true,true,false,false,false,false,true,false,false
6719,false,true,false,false,false,false,true,false,false
7034,false,true,false,false,false,false,true,false,false
3595,false,true,false,false,false,false,false,false,false
4141,true,false,false,false,false,false,true,false,false
4202,true,false,false,false,false,false,true,true,false
8339,true,true,false,false,false,false,true,false,false
7331,false,true,false,true,false,false,true,false,false
1869,false,true,false,false,false,false,true,false,false
7033,false,true,true,true,false,false,false,false,false
3039,true,false,true,true,false,false,false,false,false
17818,true,true,false,false,false,false,true,false,false
2622,true,false,false,false,false,false,true,false,false
2849,true,true,false,true,false,false,false,false,false
2307,false,true,false,true,false,false,true,false,false
13457,true,true,false,false,false,false,true,true,true
8017,true,false,false,false,false,false,true,false,true
5967,true,false,true,true,false,false,false,false,false
3640,true,false,true,false,true,false,false,false,false
2236,false,true,true,false,false,false,false,false,false
2631,true,false,true,false,false,false,false,false,false
6209,true,false,true,true,false,false,false,false,false
2058,true,true,false,false,false,false,true,false,false
6590,true,true,true,false,true,false,true,false,false
5839,true,true,false,false,false,false,true,false,false
18620,true,true,false,false,false,false,true,false,false
21514,true,false,true,true,false,false,false,false,false
8040,true,false,true,false,false,false,false,false,false
4481,true,false,true,true,false,false,false,false,false
8549,true,false,true,false,true,false,false,false,false
4880,true,false,true,false,false,false,false,false,false
5284,true,false,true,false,false,false,false,false,false
23255,true,false,false,true,false,false,false,false,false
2916,true,false,true,false,true,false,false,false,false
7465,true,false,false,false,false,false,false,false,false
5210,true,false,false,false,true,false,false,false,false
6783,true,false,true,false,false,false,false,false,false
8140,true,true,false,false,false,false,false,true,false
6697,true,false,false,false,false,false,false,false,false
1042,true,true,false,false,false,false,true,false,false
931,false,true,false,false,false,false,true,false,false
5644,true,true,false,true,false,false,true,false,false
788,false,true,false,false,false,false,true,false,false
5719,true,true,false,false,false,false,true,false,false
2681,true,true,false,false,false,false,true,false,false
3005,true,false,false,false,false,false,false,false,false
4049,true,true,false,false,false,false,true,false,false
16999,false,true,false,false,false,false,true,false,false
4550,true,false,false,false,false,false,false,false,true
7381,true,false,true,true,true,false,false,false,false
11120,true,false,false,false,false,false,true,false,false
29334,true,false,true,false,false,false,false,false,false
26026,true,false,true,false,false,false,false,false,false
12001,true,false,false,false,false,true,false,false,false
5955,false,true,false,false,true,false,true,false,false
1762,true,false,false,false,true,false,false,false,false
15148,true,false,false,false,true,false,false,false,false
6812,true,false,true,false,true,false,false,false,false
3518,true,false,true,false,false,false,false,false,false
5081,true,true,false,false,false,false,true,false,false
6604,false,true,false,false,true,false,true,false,false
6395,true,true,false,false,false,false,true,false,false
1521,true,false,true,true,false,false,false,false,false
5441,false,true,false,false,false,false,false,false,false
1320,false,true,false,false,false,false,true,false,false
8654,true,false,false,false,false,false,false,false,false
2635,false,true,false,false,false,false,true,false,false
5895,true,false,true,false,false,false,false,false,true
5180,true,false,true,false,false,true,false,false,false
8087,true,false,false,false,true,false,false,false,false
19647,true,false,false,false,false,false,true,false,false
785,true,true,false,false,false,false,true,false,true
20543,true,true,false,false,false,false,true,false,false
6443,true,true,false,false,false,false,true,false,false
7760,true,true,true,false,false,false,false,false,false
16472,true,false,true,false,true,false,false,false,false
7755,true,false,false,false,false,false,false,false,true
2340,true,false,true,true,false,false,false,false,false
26370,true,false,false,true,false,false,false,false,true
8851,true,false,true,false,false,false,false,false,false
3573,true,true,false,false,false,false,true,false,false
1021,true,false,false,false,true,false,false,false,false
6484,true,false,true,true,false,false,false,false,false
4907,true,false,true,true,false,false,false,false,false
2962,true,true,false,false,false,true,false,false,false
7792,false,true,true,false,false,false,true,false,false
6537,true,true,false,false,false,false,true,false,false
3780,true,false,true,true,false,false,false,false,false
1447,true,false,true,true,false,false,false,false,false
7511,true,true,true,false,false,false,false,false,false
7991,false,true,true,false,false,false,false,false,false
1302,false,true,false,false,false,false,true,false,false
2456,false,true,false,false,false,false,true,false,false
3482,true,false,false,false,false,false,false,false,false
6978,true,false,true,false,false,false,false,false,false
6898,true,false,true,false,false,false,false,false,false
2473,true,false,false,false,true,false,false,false,false
7502,false,true,true,true,false,false,false,false,false
14413,false,true,false,true,false,false,true,true,true
2224,false,true,false,false,false,false,true,false,false
17246,true,true,false,false,false,false,true,false,false
16817,false,true,false,false,false,false,true,false,false
7048,true,false,true,false,false,false,false,true,true
4412,false,true,false,false,false,false,false,false,false
17628,true,true,false,false,false,false,true,false,false
6498,false,true,false,false,false,false,true,false,false
6704,false,true,false,false,false,false,true,false,false
5828,false,true,false,false,true,false,true,false,false
7423,false,true,false,true,false,false,true,false,false
5497,false,true,true,true,false,false,false,false,false
7667,false,true,true,true,false,false,false,false,false
7580,false,true,false,false,false,false,true,false,false
8443,true,false,false,false,false,false,true,false,false
501,false,true,false,false,false,false,true,false,false
8444,true,false,false,true,false,false,false,false,false
8560,true,false,true,true,false,false,false,false,false
9680,true,true,false,false,false,false,true,false,false
6417,true,false,true,false,false,false,true,false,false
1536,false,true,false,false,false,false,true,false,false
5781,true,false,false,false,false,false,false,false,false
6360,true,true,false,true,false,false,false,false,false
28475,true,false,false,false,false,false,true,false,false
23931,false,true,false,false,false,false,true,false,false
5457,true,false,false,true,true,false,false,false,false
7756,false,true,false,false,false,false,true,false,false
26147,true,false,true,false,false,false,false,false,false
27047,false,true,false,false,false,false,true,false,false
28449,true,false,true,true,false,false,false,false,false
5950,true,false,true,false,false,false,false,false,false
806,true,true,false,true,false,false,false,false,true
5432,false,true,false,false,false,false,true,false,false
5153,false,true,false,false,false,false,true,false,false
7570,false,true,false,false,false,false,true,false,false
13886,true,false,true,true,true,false,false,false,false
6286,true,false,true,false,false,false,false,false,false
4205,false,true,false,false,false,false,true,false,false
7053,false,true,true,true,false,false,false,false,false
7960,true,false,true,true,false,false,false,false,false
4749,true,false,true,false,true,false,false,false,false
2627,false,true,false,false,false,false,true,false,false
4932,true,false,false,false,false,false,false,false,false
6125,true,true,false,false,false,false,false,false,false
5279,false,true,false,false,false,false,true,false,false
8355,true,true,false,true,false,false,true,false,false
1676,true,false,true,false,true,false,false,false,false
1287,true,false,false,true,false,false,false,true,true
2151,true,false,false,true,false,false,false,false,false
5032,true,false,true,true,false,false,false,false,false
20949,true,true,false,false,true,false,true,false,false
21962,true,false,false,true,true,false,false,false,false
8476,false,true,true,false,false,false,false,false,false
8585,true,false,true,false,false,false,false,false,false
4886,true,false,false,false,false,false,false,false,true
6013,true,false,false,false,true,false,false,true,false
2281,true,true,false,false,false,false,true,false,false
22203,true,false,true,true,false,false,true,false,true
8626,false,true,true,true,false,false,false,false,false
6007,true,true,false,false,false,false,true,false,false
5185,true,true,false,true,false,false,true,false,false
7351,false,true,true,false,false,false,false,false,false
14127,false,true,false,true,false,false,false,false,true
3612,false,true,false,false,false,false,true,false,false
4937,true,false,true,false,false,false,true,false,false
2747,true,true,false,false,false,false,true,false,false
5071,false,true,false,false,false,false,false,false,false
6228,true,true,false,false,false,false,true,false,false
5237,true,false,false,true,false,false,false,false,false
9721,true,false,true,true,false,false,false,false,false
25650,true,false,false,false,false,false,false,false,true
4664,false,true,false,false,false,false,true,true,true
5961,false,true,false,true,false,false,false,false,true
5467,true,false,false,true,false,false,false,true,false
19867,true,false,false,false,true,false,false,true,false
5922,true,true,false,true,false,false,false,false,false
24405,false,true,false,false,false,false,false,false,false
3081,true,true,false,true,false,false,true,false,true
4220,true,false,true,false,false,false,false,false,false
2939,true,false,true,false,true,false,false,false,false
5670,true,true,true,true,false,false,false,false,false
5729,true,false,true,false,false,false,false,false,false
6375,true,true,true,false,false,false,false,false,false
8130,false,true,true,false,false,false,false,false,false
8042,true,true,false,false,false,false,true,false,false
8577,true,false,false,true,false,false,false,false,false
5754,true,false,true,false,false,false,false,false,false
5507,false,true,false,false,false,false,true,false,false
2595,true,false,true,false,false,false,false,false,false
6826,false,false,false,true,false,false,true,false,false
8436,true,false,false,false,false,false,false,false,false
28281,true,false,true,false,true,false,false,false,false
6874,true,false,true,false,false,false,false,false,false
5053,true,false,false,false,false,true,false,false,false
151,true,false,false,true,false,false,false,false,false
17479,true,false,false,false,false,false,true,false,false
17643,true,false,false,false,false,true,false,false,false
7031,false,true,false,true,false,false,true,false,false
6216,true,false,true,false,true,false,false,false,false
5552,true,false,false,true,true,false,false,false,false
8192,true,false,true,true,false,false,false,false,false
6010,false,true,false,false,false,false,true,false,false
2718,true,false,true,false,false,false,false,false,false
2039,true,false,false,false,false,false,true,true,false
2852,false,true,false,false,false,false,true,false,true
7840,true,false,true,true,false,false,false,false,true
6630,true,false,false,false,false,false,true,true,true
3931,false,true,true,false,false,false,false,false,false
5380,true,true,false,false,false,false,false,false,true
3743,false,true,false,true,false,false,false,false,false
7096,true,true,false,false,true,false,true,false,false
7678,true,false,true,false,true,false,false,false,false
8513,true,false,true,false,false,false,false,false,false
19510,true,true,false,false,false,false,false,false,false
2850,true,true,false,false,false,false,true,false,false
9498,true,false,false,false,false,false,false,true,true
8269,false,true,false,false,false,false,false,false,false
3660,true,false,true,false,false,false,false,false,false
7689,true,false,true,true,false,false,false,false,false
6242,true,true,false,false,false,false,false,false,true
5086,false,true,false,true,false,false,true,false,false
6122,false,true,false,false,false,false,true,false,false
22912,false,true,false,false,false,false,true,false,false
7140,true,false,false,false,false,false,false,false,false
7480,true,false,true,false,true,false,false,false,false
37408,true,true,false,false,false,false,true,false,false
33385,true,false,true,false,false,false,false,false,false
34595,true,true,false,false,false,false,true,false,false
33055,false,true,true,true,false,false,false,false,false
40384,true,false,false,false,false,true,false,false,false
36607,true,false,false,false,false,false,false,false,false
33380,true,false,true,false,false,false,false,true,true
37739,true,false,true,true,false,false,false,false,false
33170,false,true,false,false,false,false,true,false,false
33023,true,false,false,true,false,false,true,false,false
35874,false,true,false,false,false,false,true,false,false
41690,false,true,true,false,true,false,false,false,false
35748,true,false,true,false,false,false,false,false,false
34362,true,false,true,false,false,false,false,false,false
36942,false,true,false,true,false,false,false,false,false
33049,true,false,false,false,true,false,true,false,false
34183,true,false,true,false,false,false,false,false,false
36997,true,false,true,false,false,false,false,false,false
34094,true,true,false,false,false,false,true,false,false
34082,false,true,false,false,false,false,true,false,false
33138,true,false,false,true,false,false,false,false,true
37230,false,false,false,false,false,false,true,false,false
40930,true,false,true,false,true,false,false,false,true
36912,true,true,false,true,false,false,false,false,false
7471,true,true,false,false,false,false,true,false,false
4720,false,true,false,false,false,false,false,false,false
2911,false,true,false,false,false,false,true,false,false
47094,false,true,true,true,false,false,false,false,false
5602,true,true,false,false,false,false,true,false,false
33428,true,false,true,false,false,false,false,false,false
6642,true,true,false,false,false,false,true,false,false
513,false,true,false,false,false,false,false,false,false
2512,true,false,true,false,false,false,true,false,false
8643,true,false,true,false,true,false,false,false,false
4084,true,false,true,false,false,false,false,false,false
4571,false,true,false,false,false,false,true,false,false
5246,false,true,true,false,true,false,false,false,false
7494,true,false,true,false,true,false,false,false,false
1667,true,false,false,false,false,true,false,false,false
17069,true,true,true,true,false,false,false,false,false
8878,true,false,false,false,false,false,false,false,false
6895,true,false,false,true,false,false,false,false,true
29834,true,true,false,true,false,false,true,false,false
11106,false,true,true,false,false,false,false,false,false
8556,true,false,false,false,true,false,false,false,false
28116,true,false,true,false,false,false,false,false,false
7935,true,false,false,false,false,true,false,false,false
4178,false,true,false,false,false,false,true,false,false
7645,true,false,true,true,false,false,false,false,false
14817,true,false,true,false,false,false,false,false,false
8552,true,true,false,false,false,false,true,false,false
7969,true,false,true,false,true,false,false,false,true
10554,false,true,true,false,false,false,true,false,false
4714,false,true,true,false,false,false,false,false,false
7745,true,false,true,false,false,false,false,false,false
7491,false,true,false,false,false,false,true,false,false
3137,false,true,false,false,false,false,true,false,false
12792,true,false,false,false,false,false,true,false,false
6012,true,false,false,false,false,false,true,false,false
2144,false,true,false,false,false,false,true,false,false
7908,true,false,true,false,false,true,false,false,false
1705,false,true,true,false,false,false,true,false,false
15958,false,true,false,false,true,false,false,false,false
20163,true,false,false,false,false,false,false,false,false
8482,true,false,true,true,false,false,false,false,false
7785,false,true,false,false,false,false,true,false,false
5076,false,true,false,false,false,false,true,false,false
5997,true,false,true,false,false,false,false,false,false
6132,true,true,false,false,false,false,false,false,true
19827,true,false,true,false,true,true,false,false,false
13046,true,false,false,false,false,false,false,true,false
11124,true,false,false,false,false,false,true,false,true
11048,true,false,true,false,false,true,false,false,false
8818,true,false,true,false,false,false,false,false,false
8367,false,true,false,false,false,false,true,false,false
8347,false,true,false,false,false,false,true,false,false
8117,true,false,true,false,false,false,false,false,false
7581,true,false,true,false,false,false,false,false,false
7099,true,false,false,false,false,false,false,false,false
2385,true,false,true,false,false,false,false,false,false
8838,true,false,true,false,false,false,false,false,false
7995,true,true,false,false,false,false,true,false,false
32284,true,true,false,true,false,false,true,false,false
30896,true,false,false,false,false,false,false,false,false
26089,true,false,true,false,false,false,false,false,false
12925,true,false,true,false,false,false,false,false,false
7586,true,false,true,false,false,false,false,false,false
7805,false,true,false,false,false,false,true,false,true
8343,true,false,true,false,false,false,false,false,false
3274,true,false,true,false,false,false,true,false,false
6935,true,false,false,false,false,false,true,false,false
1114,true,false,false,false,false,false,true,false,false
7058,false,true,false,false,false,false,false,false,false
7859,true,false,false,true,true,false,false,true,false
13887,false,true,false,false,false,false,true,false,false
7508,true,false,true,true,false,false,false,true,false
7151,true,false,false,false,false,false,false,false,false
8936,false,true,false,false,false,false,true,false,false
12855,true,false,true,false,false,true,false,false,false
25835,true,true,false,false,false,false,false,false,false
7000,true,true,false,false,false,false,true,false,false
8340,true,false,false,true,false,false,false,false,true
14266,false,true,false,false,false,false,true,false,false
13564,true,true,false,false,false,false,true,false,false
6385,false,true,false,false,false,false,true,false,false
5276,false,true,true,false,false,false,false,false,false
6497,true,true,false,true,false,false,true,false,false
25374,true,false,false,true,false,false,false,true,true
33466,true,false,true,false,false,false,false,false,false
33312,true,false,false,false,true,false,false,false,true
32980,false,true,false,false,false,false,true,false,false
33272,true,false,false,false,false,false,true,false,false
33670,true,false,false,false,true,false,false,false,true
39310,true,false,true,false,true,false,false,false,false
37200,true,false,false,false,false,false,true,false,false
38286,true,true,false,false,false,false,false,false,false
32989,true,true,false,false,false,false,false,true,true
35694,false,true,false,false,false,false,true,false,false
37901,false,true,false,false,false,false,true,false,false
35422,false,true,false,false,true,false,true,false,false
33319,true,true,false,false,false,false,false,false,false
34915,false,true,false,false,false,false,true,false,false
33386,true,false,true,false,false,true,false,false,false
40347,true,false,true,false,false,false,false,false,false
33222,true,true,false,true,false,false,true,false,false
33191,true,true,false,false,false,false,true,false,false
35088,true,false,false,false,false,false,false,false,true
33527,false,true,false,false,false,false,true,false,false
38373,true,false,true,true,false,false,false,false,false
35710,true,false,false,true,false,false,false,true,true
8490,true,false,false,true,false,false,false,false,false
27470,true,false,false,false,false,false,false,false,false
9006,false,true,false,true,false,false,false,true,false
7627,true,false,true,false,false,true,false,false,false
28033,true,false,true,false,false,false,false,false,false
8176,true,false,false,false,false,true,false,false,false
14493,false,true,false,false,false,false,true,false,false
24590,true,false,true,true,false,false,false,false,true
24751,true,false,true,false,false,false,false,false,false
4257,true,false,false,false,false,false,false,false,false
5868,false,true,false,false,false,false,true,false,false
4425,true,false,false,false,false,true,false,false,false
8734,true,false,true,false,false,false,false,false,false
8548,true,false,true,false,false,false,false,false,false
6112,true,false,true,false,false,false,false,false,false
7504,true,false,false,false,true,false,false,false,false
8341,true,false,false,false,true,false,false,false,false
7766,true,false,false,false,false,false,false,false,false
8961,true,false,true,true,false,false,false,false,false
7631,true,false,true,false,false,false,false,false,false
11501,true,false,false,true,false,false,false,false,false
17483,true,false,false,false,false,false,false,false,false
8392,true,false,true,false,false,false,false,false,false
7525,true,false,true,false,false,false,false,false,false
8689,true,false,false,false,false,false,false,false,false
8526,true,false,true,true,false,false,false,false,false
25649,true,false,true,true,true,true,false,false,false
7688,true,false,true,true,false,false,false,false,false
8055,true,true,false,true,false,false,true,false,false
14581,true,true,false,false,false,false,false,false,false
13690,true,false,false,false,false,true,false,false,false
12216,true,false,true,false,false,false,false,false,false
29111,true,false,true,false,false,false,false,false,false
14092,true,false,true,false,false,false,false,false,false
7267,true,false,true,false,false,true,false,false,false
7560,true,false,true,false,true,false,false,false,false
8194,true,false,true,false,false,false,false,false,false
4281,true,false,false,false,false,false,false,false,false
30166,true,false,false,true,false,false,false,true,true
8706,true,false,true,false,true,false,false,false,false
11624,true,false,true,false,false,false,false,false,false
7650,true,false,false,true,false,false,false,true,true
14571,true,true,true,true,false,false,false,false,true
8687,true,false,true,false,true,false,false,false,false
6690,true,false,true,false,false,false,false,false,false
8746,true,false,true,false,false,false,false,false,false
13713,true,false,false,false,false,true,false,false,false
28727,true,false,false,false,false,true,false,false,false
12775,true,false,true,true,false,false,false,false,false
33078,true,false,true,false,false,false,false,false,false
33401,true,false,true,false,true,false,false,false,false
33965,false,true,true,false,false,false,false,false,false
35845,true,false,false,true,false,false,false,false,false
35013,false,true,true,true,false,false,false,false,false
35051,true,true,true,false,false,false,false,false,false
41847,true,false,true,false,false,false,false,false,false
33240,true,false,false,false,false,true,false,false,false
40819,false,false,false,true,false,false,false,false,false
33080,true,false,true,false,false,false,false,false,false
38819,true,false,true,false,true,false,false,false,false
38692,false,true,true,false,true,false,false,false,false
4597,true,false,false,false,false,false,false,false,false
10560,true,false,false,false,false,true,false,false,false
8738,true,false,true,true,false,false,false,false,false
6770,true,false,true,false,false,true,false,false,false
36857,true,false,true,false,false,false,false,false,false
30384,true,false,true,false,false,true,false,false,false
10800,true,false,false,false,false,false,false,false,false
39828,true,false,false,false,false,false,false,false,false
33218,true,false,true,false,true,false,false,false,false
6271,false,true,false,false,false,false,true,false,false
7415,true,true,false,true,false,false,false,false,false
7301,true,false,true,false,false,false,false,false,false
5624,true,false,true,false,false,true,false,false,false
8993,true,true,false,false,false,false,false,true,true
4283,false,true,false,false,false,false,true,false,false
8070,true,true,false,false,false,false,false,false,false
13734,true,false,false,true,true,false,false,false,false
8939,true,false,true,true,false,false,false,true,false
40474,true,false,true,false,true,false,false,false,false
5265,false,true,false,false,false,false,true,false,false
8697,true,true,true,false,false,false,false,false,false
8221,true,true,false,true,false,false,false,true,false
8730,false,true,false,false,false,false,false,false,false
5700,true,false,true,false,false,false,false,false,false
29308,true,false,false,false,false,false,false,false,false
8915,true,false,true,false,false,false,false,false,false
8758,true,false,false,false,false,false,false,false,false
25956,true,false,true,false,false,false,false,false,false
8750,true,true,true,true,false,false,false,false,false
14273,true,false,false,true,false,false,false,true,true
11486,true,false,true,false,false,false,false,false,false
8914,true,false,true,false,false,false,false,false,false
5647,true,false,true,false,true,false,false,false,false
8938,true,false,false,true,false,false,false,false,true
33288,true,false,true,false,true,false,false,false,false
4076,true,false,false,true,false,false,false,false,false
4262,true,false,false,false,true,false,false,false,false
8137,true,false,false,false,false,false,false,false,true
11723,false,true,false,false,false,false,true,false,false
8989,true,false,true,true,false,false,false,false,false
3123,true,false,true,false,false,false,false,false,false
8709,false,true,false,false,false,false,true,false,false
8235,false,true,false,true,false,false,true,false,false
7783,true,true,false,false,false,false,false,false,false
8031,false,true,false,false,false,false,true,false,false
3368,true,false,true,true,false,false,false,false,false
8563,false,true,false,true,false,false,true,false,true
6757,true,false,true,true,false,false,false,false,false
8686,true,false,true,false,false,false,false,false,false
5347,true,false,true,false,true,false,false,false,false
4345,true,false,false,true,true,false,false,false,false
8515,true,true,true,true,false,false,false,false,false
14654,false,true,false,true,false,false,false,true,false
8551,false,true,false,false,false,false,true,false,false
30442,true,true,false,false,false,false,true,false,false
10139,false,true,false,false,false,false,true,false,false
10129,false,true,false,true,false,false,true,true,true
8748,true,false,true,true,false,false,false,false,true
4859,false,true,false,false,false,false,true,false,false
16377,true,false,false,false,false,true,false,false,false
8990,true,false,true,false,false,false,false,false,false
9005,true,false,false,true,false,false,false,true,true
25620,true,true,true,false,false,false,false,false,false
7340,true,false,true,false,false,false,false,false,false
6392,true,false,true,true,false,false,false,false,false
8708,true,false,false,true,false,false,false,false,false
7513,true,false,false,false,false,true,false,false,false
8876,true,true,false,false,false,false,true,false,false
8375,true,false,true,true,false,false,false,false,false
8921,true,true,false,true,false,false,true,false,false
6003,false,true,false,false,false,false,true,false,false
4074,true,false,true,true,false,false,false,false,false
7790,true,false,false,true,false,false,false,false,true
8611,true,false,false,false,false,false,false,false,false
31219,true,false,false,false,false,false,false,false,false
8597,true,false,true,true,true,false,false,false,false
10438,true,false,false,true,false,false,true,false,false
8699,false,true,false,false,false,false,false,false,false
8631,true,false,true,false,false,false,false,false,false
11022,true,false,false,false,false,false,true,false,false
18909,false,true,true,false,false,false,false,false,false
33270,true,false,true,false,false,false,false,false,false
40505,true,false,true,false,false,false,false,true,true
40619,true,false,true,true,false,false,false,false,false
33071,true,true,true,true,false,false,false,false,true
40682,true,false,false,false,true,false,false,false,true
40727,true,false,false,true,false,false,false,false,true
33186,true,true,false,false,false,false,true,false,false
35838,true,true,true,false,false,false,false,true,true
33320,true,false,true,true,false,false,true,false,false
33061,true,false,true,true,false,false,false,false,false
33314,true,true,false,false,false,false,true,false,false
36743,true,true,false,false,false,false,false,false,false
8957,true,false,true,false,false,false,false,false,false
8954,true,false,true,false,false,false,false,false,false
7994,true,false,true,false,false,true,false,false,false
9014,true,false,true,false,false,false,false,false,false
7009,true,false,false,false,false,true,false,false,false
8776,true,false,false,true,false,false,false,false,true
